ip,timestamp,request,status,size,user_agent
65.67.216.69,5/Aug/2024:05:45:51 +0000,DELETE /index.html HTTP/1.1,302,4301,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
206.191.78.85,4/Aug/2024:16:24:24 +0000,PUT /contact.html HTTP/1.1,404,3819,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
96.84.113.95,23/Aug/2024:15:57:35 +0000,POST /login HTTP/1.1,404,1356,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
166.147.197.98,23/Aug/2024:08:34:16 +0000,GET /products.html HTTP/1.1,200,3721,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
8.87.57.97,12/Aug/2024:19:46:00 +0000,GET /products.html HTTP/1.1,500,3699,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
4.127.72.7,20/Aug/2024:00:56:28 +0000,PUT /about.html HTTP/1.1,302,1888,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
86.1.167.119,21/Aug/2024:07:46:10 +0000,PUT /pricing.html HTTP/1.1,404,4837,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
66.108.18.23,16/Aug/2024:06:39:14 +0000,GET /index.html HTTP/1.1,500,2727,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
86.69.123.238,13/Aug/2024:16:00:00 +0000,PUT /products.html HTTP/1.1,404,891,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
58.213.126.99,6/Aug/2024:05:09:33 +0000,POST /pricing.html HTTP/1.1,500,2009,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
235.238.20.196,16/Aug/2024:21:39:03 +0000,DELETE /contact.html HTTP/1.1,404,4593,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
197.199.176.75,7/Aug/2024:03:41:43 +0000,POST /about.html HTTP/1.1,500,2769,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
110.85.247.153,3/Aug/2024:23:29:35 +0000,GET /products.html HTTP/1.1,500,4933,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
3.161.214.233,1/Aug/2024:10:31:00 +0000,PUT /pricing.html HTTP/1.1,500,1019,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
5.181.218.7,5/Aug/2024:20:24:08 +0000,PUT /about.html HTTP/1.1,302,4808,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
37.104.7.208,22/Aug/2024:13:34:37 +0000,DELETE /pricing.html HTTP/1.1,404,4378,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
51.141.121.167,16/Aug/2024:13:41:29 +0000,DELETE /login HTTP/1.1,404,4771,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
128.203.119.229,18/Aug/2024:14:23:35 +0000,DELETE /services.html HTTP/1.1,200,2377,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
189.4.119.177,6/Aug/2024:19:29:52 +0000,POST /contact.html HTTP/1.1,200,2785,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
163.174.98.108,26/Aug/2024:08:22:16 +0000,PUT /about.html HTTP/1.1,500,3457,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
63.35.247.22,22/Aug/2024:13:36:52 +0000,PUT /pricing.html HTTP/1.1,200,4617,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
215.43.213.104,22/Aug/2024:07:37:33 +0000,POST /services.html HTTP/1.1,500,2315,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
183.118.170.13,15/Aug/2024:04:50:16 +0000,PUT /contact.html HTTP/1.1,200,2026,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
248.114.214.162,6/Aug/2024:23:29:11 +0000,PUT /services.html HTTP/1.1,302,2973,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
255.188.61.135,20/Aug/2024:14:07:50 +0000,GET /products.html HTTP/1.1,302,2896,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
164.76.90.61,26/Aug/2024:22:28:40 +0000,GET /about.html HTTP/1.1,200,3464,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
119.43.15.197,11/Aug/2024:13:01:03 +0000,DELETE /index.html HTTP/1.1,404,3530,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
48.70.8.241,25/Aug/2024:20:53:05 +0000,DELETE /services.html HTTP/1.1,404,4733,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
251.210.126.248,27/Aug/2024:06:30:21 +0000,PUT /about.html HTTP/1.1,302,4250,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
70.25.102.24,21/Aug/2024:11:09:09 +0000,GET /index.html HTTP/1.1,302,4609,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
10.113.208.28,8/Aug/2024:10:50:33 +0000,DELETE /contact.html HTTP/1.1,500,4009,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
160.142.179.74,2/Aug/2024:23:36:00 +0000,POST /services.html HTTP/1.1,200,2208,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
183.60.21.162,27/Aug/2024:05:06:10 +0000,PUT /services.html HTTP/1.1,302,2472,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
176.226.30.38,28/Aug/2024:19:20:06 +0000,PUT /contact.html HTTP/1.1,200,3243,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
92.6.189.193,1/Aug/2024:14:43:03 +0000,PUT /products.html HTTP/1.1,302,948,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
251.81.1.37,17/Aug/2024:17:36:40 +0000,GET /contact.html HTTP/1.1,200,4711,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
28.3.28.209,23/Aug/2024:00:23:01 +0000,GET /pricing.html HTTP/1.1,500,4358,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
26.206.158.241,19/Aug/2024:02:36:38 +0000,PUT /services.html HTTP/1.1,200,2932,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
239.186.68.235,14/Aug/2024:12:19:20 +0000,PUT /pricing.html HTTP/1.1,500,456,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
64.145.16.28,9/Aug/2024:01:39:05 +0000,PUT /services.html HTTP/1.1,302,4289,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
7.222.240.26,3/Aug/2024:04:56:13 +0000,PUT /services.html HTTP/1.1,500,3717,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
128.93.68.29,6/Aug/2024:08:48:54 +0000,POST /index.html HTTP/1.1,302,4424,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
61.100.82.108,8/Aug/2024:00:41:26 +0000,DELETE /about.html HTTP/1.1,500,3461,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
122.225.11.8,28/Aug/2024:17:38:30 +0000,DELETE /about.html HTTP/1.1,200,288,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
14.255.132.211,28/Aug/2024:06:32:57 +0000,PUT /pricing.html HTTP/1.1,500,2283,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
211.18.87.209,22/Aug/2024:23:26:04 +0000,POST /index.html HTTP/1.1,200,4113,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
236.235.119.18,25/Aug/2024:15:34:18 +0000,GET /about.html HTTP/1.1,200,2844,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
13.203.159.123,24/Aug/2024:22:18:02 +0000,GET /products.html HTTP/1.1,500,607,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
253.9.15.76,1/Aug/2024:14:00:56 +0000,GET /about.html HTTP/1.1,200,1316,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
238.245.30.203,17/Aug/2024:08:58:34 +0000,POST /products.html HTTP/1.1,500,4562,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
3.53.162.45,9/Aug/2024:12:37:15 +0000,DELETE /pricing.html HTTP/1.1,200,4430,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
220.124.186.237,13/Aug/2024:16:40:42 +0000,PUT /about.html HTTP/1.1,404,1801,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
236.236.76.195,9/Aug/2024:12:52:16 +0000,PUT /index.html HTTP/1.1,404,2773,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
155.244.29.83,2/Aug/2024:06:32:20 +0000,POST /contact.html HTTP/1.1,404,3714,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
51.74.208.81,25/Aug/2024:23:17:36 +0000,POST /index.html HTTP/1.1,404,1923,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
233.178.92.217,7/Aug/2024:05:35:59 +0000,DELETE /services.html HTTP/1.1,200,426,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
13.112.157.163,2/Aug/2024:03:55:00 +0000,DELETE /services.html HTTP/1.1,302,524,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
74.69.116.245,12/Aug/2024:13:25:31 +0000,GET /contact.html HTTP/1.1,302,565,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
33.54.86.200,15/Aug/2024:05:35:53 +0000,POST /index.html HTTP/1.1,404,4014,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
5.179.24.242,12/Aug/2024:09:51:05 +0000,DELETE /contact.html HTTP/1.1,500,3436,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
25.244.15.153,16/Aug/2024:02:34:33 +0000,GET /products.html HTTP/1.1,500,3061,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
19.214.205.188,16/Aug/2024:13:24:04 +0000,PUT /services.html HTTP/1.1,404,222,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
159.92.239.41,8/Aug/2024:20:31:01 +0000,DELETE /login HTTP/1.1,404,4881,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
60.5.33.131,20/Aug/2024:18:15:58 +0000,DELETE /login HTTP/1.1,200,4157,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
31.161.26.177,26/Aug/2024:01:10:24 +0000,POST /login HTTP/1.1,200,1782,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
96.230.198.136,4/Aug/2024:04:09:18 +0000,PUT /contact.html HTTP/1.1,404,2758,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
55.83.177.3,16/Aug/2024:23:01:42 +0000,DELETE /products.html HTTP/1.1,500,842,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
244.70.87.151,9/Aug/2024:03:14:49 +0000,PUT /about.html HTTP/1.1,200,1936,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
58.241.189.34,11/Aug/2024:20:03:25 +0000,DELETE /about.html HTTP/1.1,500,284,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
88.13.0.79,25/Aug/2024:19:32:50 +0000,DELETE /login HTTP/1.1,404,3610,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
4.200.10.128,16/Aug/2024:15:41:07 +0000,POST /pricing.html HTTP/1.1,500,1740,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
109.246.120.190,11/Aug/2024:11:57:12 +0000,DELETE /index.html HTTP/1.1,200,1412,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
111.164.13.11,27/Aug/2024:01:33:22 +0000,PUT /products.html HTTP/1.1,404,1624,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
116.124.75.157,14/Aug/2024:13:47:12 +0000,PUT /products.html HTTP/1.1,404,2553,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
199.132.22.148,28/Aug/2024:10:59:39 +0000,GET /login HTTP/1.1,404,814,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
23.173.53.97,2/Aug/2024:06:39:57 +0000,POST /products.html HTTP/1.1,302,1205,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
58.201.16.53,28/Aug/2024:20:37:55 +0000,PUT /contact.html HTTP/1.1,302,3744,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
38.74.170.24,4/Aug/2024:04:23:34 +0000,POST /products.html HTTP/1.1,500,2395,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
214.200.140.130,12/Aug/2024:01:43:13 +0000,DELETE /index.html HTTP/1.1,302,4487,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
25.129.20.195,8/Aug/2024:01:03:58 +0000,POST /contact.html HTTP/1.1,500,1040,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
132.55.86.51,26/Aug/2024:13:17:42 +0000,PUT /login HTTP/1.1,500,1645,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
115.225.244.248,7/Aug/2024:08:50:49 +0000,PUT /login HTTP/1.1,200,2039,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
169.213.170.74,1/Aug/2024:00:10:41 +0000,POST /pricing.html HTTP/1.1,200,2468,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
26.21.250.62,21/Aug/2024:05:42:00 +0000,DELETE /products.html HTTP/1.1,404,4653,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
122.129.113.228,10/Aug/2024:03:41:50 +0000,GET /index.html HTTP/1.1,200,1676,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
210.190.208.213,28/Aug/2024:21:25:58 +0000,PUT /about.html HTTP/1.1,500,1539,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
224.215.176.86,14/Aug/2024:21:32:43 +0000,DELETE /pricing.html HTTP/1.1,404,730,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
31.105.86.157,18/Aug/2024:06:16:22 +0000,GET /products.html HTTP/1.1,302,1433,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
6.155.51.131,7/Aug/2024:10:32:27 +0000,GET /contact.html HTTP/1.1,500,1827,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
98.171.203.17,9/Aug/2024:05:30:14 +0000,PUT /contact.html HTTP/1.1,404,1958,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
174.151.232.237,5/Aug/2024:11:33:49 +0000,PUT /contact.html HTTP/1.1,302,1260,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
253.86.177.200,26/Aug/2024:12:34:17 +0000,POST /products.html HTTP/1.1,200,1167,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
99.2.97.68,6/Aug/2024:22:39:54 +0000,DELETE /products.html HTTP/1.1,200,1487,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
224.252.187.5,22/Aug/2024:04:45:19 +0000,PUT /products.html HTTP/1.1,302,877,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
30.174.118.104,8/Aug/2024:05:55:49 +0000,GET /index.html HTTP/1.1,200,3078,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
181.115.168.201,25/Aug/2024:18:22:15 +0000,DELETE /products.html HTTP/1.1,302,2542,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
27.172.76.137,12/Aug/2024:21:20:05 +0000,DELETE /about.html HTTP/1.1,404,1834,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
146.144.96.177,13/Aug/2024:12:03:24 +0000,DELETE /index.html HTTP/1.1,500,1746,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
228.126.118.244,11/Aug/2024:13:55:30 +0000,GET /login HTTP/1.1,404,1191,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
204.4.39.149,12/Aug/2024:11:28:25 +0000,DELETE /login HTTP/1.1,302,2934,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
98.198.94.236,12/Aug/2024:03:42:44 +0000,PUT /products.html HTTP/1.1,302,3767,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
5.209.96.162,17/Aug/2024:05:48:34 +0000,GET /services.html HTTP/1.1,302,4403,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
149.199.167.96,23/Aug/2024:08:10:53 +0000,POST /pricing.html HTTP/1.1,500,1446,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
23.93.137.194,10/Aug/2024:08:14:55 +0000,DELETE /about.html HTTP/1.1,302,269,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
234.62.145.235,2/Aug/2024:04:34:54 +0000,GET /services.html HTTP/1.1,404,3801,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
250.144.195.57,4/Aug/2024:22:59:09 +0000,GET /products.html HTTP/1.1,200,3567,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
212.24.229.69,4/Aug/2024:05:15:19 +0000,POST /pricing.html HTTP/1.1,200,2725,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
13.247.94.68,21/Aug/2024:17:20:41 +0000,PUT /products.html HTTP/1.1,200,3276,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
46.255.84.245,4/Aug/2024:06:35:15 +0000,POST /services.html HTTP/1.1,200,1149,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
78.211.115.26,18/Aug/2024:15:23:28 +0000,DELETE /products.html HTTP/1.1,404,4433,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
120.39.167.60,15/Aug/2024:12:05:54 +0000,POST /index.html HTTP/1.1,302,2851,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
228.13.23.97,2/Aug/2024:03:36:29 +0000,GET /login HTTP/1.1,302,4802,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
197.3.25.47,28/Aug/2024:01:44:01 +0000,PUT /login HTTP/1.1,500,4150,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
145.147.253.32,1/Aug/2024:22:29:39 +0000,DELETE /contact.html HTTP/1.1,500,1492,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
120.2.140.70,25/Aug/2024:12:12:21 +0000,POST /services.html HTTP/1.1,302,2569,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
150.202.235.161,7/Aug/2024:15:53:19 +0000,GET /pricing.html HTTP/1.1,404,4484,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
161.114.50.26,6/Aug/2024:23:24:17 +0000,POST /products.html HTTP/1.1,302,3355,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
12.239.189.102,27/Aug/2024:05:13:26 +0000,PUT /contact.html HTTP/1.1,302,4915,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
125.122.135.33,14/Aug/2024:12:03:55 +0000,DELETE /products.html HTTP/1.1,302,4631,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
195.188.233.74,19/Aug/2024:11:30:09 +0000,POST /pricing.html HTTP/1.1,302,2689,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
103.118.102.220,1/Aug/2024:12:31:28 +0000,GET /login HTTP/1.1,500,4939,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
